member_id,Age,Gender,Plan_Type,Join_Date,Last_Date,Monthly_Fee,PT_Opted,Status,Total_Revenue,Group_Stage,Member_type,Month,,,,
10741,23,F,Monthly,03-10-2024,22-11-2025,1200,No,Inactive,1200,18-24,High Risk,Oct-24,,,,
10742,24,F,Monthly,28-12-2024,02-01-2026,1200,No,Active,1200,18-24,Safe,Dec-24,,,,
10743,31,M,Monthly,10-10-2023,07-01-2026,1700,Yes,Active,1700,25-34,Safe,Oct-23,,,,
10744,30,M,Monthly,17-08-2023,18-12-2025,1200,No,Active,1200,25-34,Safe,Aug-23,,,,
10745,25,F,Monthly,18-05-2025,02-01-2026,1200,No,Active,1200,25-34,Safe,May-25,,,,
10746,27,M,Yearly,14-12-2023,22-12-2025,800,No,Active,9600,25-34,Safe,Dec-23,,,,
10747,26,M,Monthly,29-07-2023,03-11-2025,1700,Yes,Inactive,1700,25-34,High Risk,Jul-23,,,,
10748,35,F,Monthly,04-07-2024,04-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Jul-24,,,,
10749,44,F,Yearly,04-10-2025,04-01-2026,1300,Yes,Active,15600,35+,Safe,Oct-25,,,,
10750,43,M,Quarterly,02-05-2025,19-12-2025,1000,No,Active,3000,35+,Safe,May-25,,,,
10751,19,M,Monthly,01-10-2024,07-01-2026,1200,No,Active,1200,18-24,Safe,Oct-24,,,,
10752,22,M,Yearly,21-07-2025,18-12-2025,800,No,Active,9600,18-24,Safe,Jul-25,,,,
10753,22,M,Monthly,08-12-2025,06-01-2026,1200,No,Active,1200,18-24,Safe,Dec-25,,,,
10754,23,M,Monthly,20-11-2024,01-01-2026,1200,No,Active,1200,18-24,Safe,Nov-24,,,,
10755,36,F,Yearly,22-08-2023,02-01-2026,800,No,Active,9600,35+,Safe,Aug-23,,,,
10756,25,F,Quarterly,27-11-2025,23-12-2025,1000,No,Active,3000,25-34,Safe,Nov-25,,,,
10757,33,F,Monthly,07-02-2025,09-01-2026,1700,Yes,Active,1700,25-34,Safe,Feb-25,,,,
10758,30,M,Monthly,16-07-2024,22-10-2025,1200,No,Inactive,1200,25-34,High Risk,Jul-24,,,,
10759,18,F,Quarterly,04-09-2023,28-12-2025,1000,No,Active,3000,18-24,Safe,Sep-23,,,,
10760,39,F,Monthly,17-11-2023,20-12-2025,1700,Yes,Active,1700,35+,Safe,Nov-23,,,,
10761,37,M,Yearly,09-06-2025,30-12-2025,1300,Yes,Active,15600,35+,Safe,Jun-25,,,,
10762,34,F,Monthly,20-10-2023,26-12-2025,1700,Yes,Active,1700,25-34,Safe,Oct-23,,,,
10763,24,F,Yearly,10-09-2023,03-01-2026,800,No,Active,9600,18-24,Safe,Sep-23,,,,
10764,42,M,Quarterly,26-01-2025,24-11-2025,1000,No,Inactive,3000,35+,High Risk,Jan-25,,,,
10765,30,M,Yearly,17-06-2025,04-11-2025,800,No,Inactive,9600,25-34,High Risk,Jun-25,,,,
10766,21,M,Quarterly,17-12-2023,17-12-2025,1000,No,Active,3000,18-24,Safe,Dec-23,,,,
10767,21,M,Quarterly,21-03-2024,20-12-2025,1500,Yes,Active,4500,18-24,Safe,Mar-24,,,,
10768,23,M,Monthly,18-11-2025,21-12-2025,1200,No,Active,1200,18-24,Safe,Nov-25,,,,
10769,45,F,Monthly,25-10-2023,07-01-2026,1700,Yes,Active,1700,35+,Safe,Oct-23,,,,
10770,36,M,Monthly,02-06-2025,04-12-2025,1200,No,Inactive,1200,35+,High Risk,Jun-25,,,,
10771,29,M,Yearly,10-05-2024,17-12-2025,800,No,Active,9600,25-34,Safe,May-24,,,,
10772,39,M,Yearly,03-10-2025,30-12-2025,800,No,Active,9600,35+,Safe,Oct-25,,,,
10773,24,M,Monthly,07-05-2025,17-12-2025,1200,No,Active,1200,18-24,Safe,May-25,,,,
10774,44,M,Monthly,04-04-2025,27-12-2025,1200,No,Active,1200,35+,Safe,Apr-25,,,,
10775,27,M,Monthly,18-08-2023,18-12-2025,1700,Yes,Active,1700,25-34,Safe,Aug-23,,,,
10776,43,M,Quarterly,06-01-2025,30-12-2025,1000,No,Active,3000,35+,Safe,Jan-25,,,,
10777,36,M,Quarterly,27-10-2023,30-10-2025,1000,No,Inactive,3000,35+,High Risk,Oct-23,,,,
10778,24,M,Yearly,28-06-2024,04-11-2025,1300,Yes,Inactive,15600,18-24,High Risk,Jun-24,,,,
10779,20,M,Yearly,15-11-2024,10-01-2026,800,No,Active,9600,18-24,Safe,Nov-24,,,,
10780,30,F,Monthly,29-10-2025,08-01-2026,1200,No,Active,1200,25-34,Safe,Oct-25,,,,
10781,30,M,Quarterly,27-02-2025,03-01-2026,1500,Yes,Active,4500,25-34,Safe,Feb-25,,,,
10782,35,F,Monthly,26-06-2024,13-11-2025,1200,No,Inactive,1200,35+,High Risk,Jun-24,,,,
10783,45,M,Monthly,14-03-2025,04-01-2026,1700,Yes,Active,1700,35+,Safe,Mar-25,,,,
10784,43,M,Monthly,06-07-2024,04-01-2026,1200,No,Active,1200,35+,Safe,Jul-24,,,,
10785,37,F,Monthly,27-10-2025,19-12-2025,1700,Yes,Active,1700,35+,Safe,Oct-25,,,,
10786,45,M,Yearly,01-12-2024,06-01-2026,800,No,Active,9600,35+,Safe,Dec-24,,,,
10787,25,M,Monthly,23-12-2024,21-12-2025,1700,Yes,Active,1700,25-34,Safe,Dec-24,,,,
10788,26,M,Quarterly,29-10-2025,23-09-2025,1000,No,Inactive,3000,25-34,High Risk,Oct-25,,,,
10789,24,M,Yearly,02-03-2025,07-01-2026,800,No,Active,9600,18-24,Safe,Mar-25,,,,
10790,18,M,Yearly,23-12-2023,07-01-2026,800,No,Active,9600,18-24,Safe,Dec-23,,,,
10791,20,M,Monthly,29-11-2025,06-01-2026,1200,No,Active,1200,18-24,Safe,Nov-25,,,,
10792,30,M,Quarterly,18-03-2024,20-12-2025,1000,No,Active,3000,25-34,Safe,Mar-24,,,,
10793,45,M,Monthly,11-02-2025,23-12-2025,1700,Yes,Active,1700,35+,Safe,Feb-25,,,,
10794,42,M,Yearly,01-03-2025,17-09-2025,1300,Yes,Inactive,15600,35+,High Risk,Mar-25,,,,
10795,45,F,Quarterly,17-09-2023,05-01-2026,1000,No,Active,3000,35+,Safe,Sep-23,,,,
10796,34,F,Quarterly,07-12-2025,18-12-2025,1000,No,Active,3000,25-34,Safe,Dec-25,,,,
10797,42,M,Monthly,26-03-2024,19-12-2025,1700,Yes,Active,1700,35+,Safe,Mar-24,,,,
10798,41,F,Yearly,02-03-2024,06-01-2026,800,No,Active,9600,35+,Safe,Mar-24,,,,
10799,18,M,Monthly,10-10-2023,14-11-2025,1700,Yes,Inactive,1700,18-24,High Risk,Oct-23,,,,
10800,23,M,Monthly,30-08-2024,10-10-2025,1700,Yes,Inactive,1700,18-24,High Risk,Aug-24,,,,
10801,38,M,Monthly,19-11-2024,07-01-2026,1200,No,Active,1200,35+,Safe,Nov-24,,,,
10802,23,F,Monthly,20-10-2024,27-09-2025,1200,No,Inactive,1200,18-24,High Risk,Oct-24,,,,
10803,43,M,Monthly,01-01-2024,03-01-2026,1200,No,Active,1200,35+,Safe,Jan-24,,,,
10804,29,M,Yearly,10-09-2023,19-12-2025,800,No,Active,9600,25-34,Safe,Sep-23,,,,
10805,30,M,Yearly,11-08-2025,21-12-2025,800,No,Active,9600,25-34,Safe,Aug-25,,,,
10806,30,F,Monthly,10-11-2023,20-10-2025,1200,No,Inactive,1200,25-34,High Risk,Nov-23,,,,
10807,32,F,Monthly,17-03-2025,18-12-2025,1700,Yes,Active,1700,25-34,Safe,Mar-25,,,,
10808,38,F,Monthly,04-06-2024,26-12-2025,1700,Yes,Active,1700,35+,Safe,Jun-24,,,,
10809,33,M,Monthly,29-10-2023,28-12-2025,1200,No,Active,1200,25-34,Safe,Oct-23,,,,
10810,39,M,Monthly,27-07-2025,02-01-2026,1200,No,Active,1200,35+,Safe,Jul-25,,,,
10811,38,M,Yearly,08-10-2024,01-11-2025,800,No,Inactive,9600,35+,High Risk,Oct-24,,,,
10812,28,M,Monthly,12-12-2023,31-12-2025,1700,Yes,Active,1700,25-34,Safe,Dec-23,,,,
10813,45,M,Monthly,10-03-2024,08-01-2026,1700,Yes,Active,1700,35+,Safe,Mar-24,,,,
10814,22,M,Monthly,19-02-2024,01-01-2026,1200,No,Active,1200,18-24,Safe,Feb-24,,,,
10815,21,F,Yearly,07-07-2024,09-01-2026,1300,Yes,Active,15600,18-24,Safe,Jul-24,,,,
10816,20,F,Quarterly,02-10-2023,10-01-2026,1000,No,Active,3000,18-24,Safe,Oct-23,,,,
10817,36,F,Yearly,23-10-2025,30-12-2025,1300,Yes,Active,15600,35+,Safe,Oct-25,,,,
10818,37,F,Yearly,27-07-2023,26-12-2025,1300,Yes,Active,15600,35+,Safe,Jul-23,,,,
10819,42,M,Monthly,20-02-2025,18-12-2025,1200,No,Active,1200,35+,Safe,Feb-25,,,,
10820,35,M,Monthly,19-08-2024,24-09-2025,1200,No,Inactive,1200,35+,High Risk,Aug-24,,,,
10821,32,F,Quarterly,01-08-2023,21-12-2025,1500,Yes,Active,4500,25-34,Safe,Aug-23,,,,
10822,26,M,Monthly,29-03-2024,21-12-2025,1700,Yes,Active,1700,25-34,Safe,Mar-24,,,,
10823,34,F,Quarterly,24-02-2024,19-12-2025,1000,No,Active,3000,25-34,Safe,Feb-24,,,,
10824,31,M,Monthly,07-09-2023,18-10-2025,1700,Yes,Inactive,1700,25-34,High Risk,Sep-23,,,,
10825,32,M,Monthly,16-10-2025,03-01-2026,1200,No,Active,1200,25-34,Safe,Oct-25,,,,
10826,18,M,Quarterly,14-06-2024,06-01-2026,1000,No,Active,3000,18-24,Safe,Jun-24,,,,
10827,38,F,Quarterly,07-09-2025,05-01-2026,1500,Yes,Active,4500,35+,Safe,Sep-25,,,,
10828,39,F,Yearly,15-07-2025,15-10-2025,800,No,Inactive,9600,35+,High Risk,Jul-25,,,,
10829,39,M,Monthly,10-01-2025,31-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Jan-25,,,,
10830,20,F,Quarterly,18-09-2024,07-01-2026,1000,No,Active,3000,18-24,Safe,Sep-24,,,,
10831,33,M,Monthly,21-03-2025,26-12-2025,1200,No,Active,1200,25-34,Safe,Mar-25,,,,
10832,40,M,Monthly,12-11-2025,04-12-2025,1200,No,Inactive,1200,35+,High Risk,Nov-25,,,,
10833,42,M,Monthly,09-01-2024,25-12-2025,1700,Yes,Active,1700,35+,Safe,Jan-24,,,,
10834,28,M,Monthly,20-02-2024,25-12-2025,1200,No,Active,1200,25-34,Safe,Feb-24,,,,
10835,29,M,Monthly,07-09-2024,02-01-2026,1200,No,Active,1200,25-34,Safe,Sep-24,,,,
10836,27,F,Monthly,11-07-2024,09-01-2026,1200,No,Active,1200,25-34,Safe,Jul-24,,,,
10837,33,F,Monthly,08-04-2024,17-12-2025,1200,No,Active,1200,25-34,Safe,Apr-24,,,,
10838,25,M,Monthly,20-10-2024,19-12-2025,1700,Yes,Active,1700,25-34,Safe,Oct-24,,,,
10839,23,M,Monthly,02-12-2024,23-10-2025,1200,No,Inactive,1200,18-24,High Risk,Dec-24,,,,
10840,29,F,Monthly,01-08-2025,20-12-2025,1700,Yes,Active,1700,25-34,Safe,Aug-25,,,,
10841,41,F,Monthly,27-03-2025,20-12-2025,1700,Yes,Active,1700,35+,Safe,Mar-25,,,,
10842,45,F,Quarterly,09-02-2025,19-12-2025,1000,No,Active,3000,35+,Safe,Feb-25,,,,
10843,38,M,Monthly,19-02-2024,15-10-2025,1700,Yes,Inactive,1700,35+,High Risk,Feb-24,,,,
10844,25,M,Monthly,16-07-2025,24-12-2025,1200,No,Active,1200,25-34,Safe,Jul-25,,,,
10845,43,M,Monthly,12-01-2024,23-12-2025,1200,No,Active,1200,35+,Safe,Jan-24,,,,
10846,45,M,Quarterly,17-05-2024,12-10-2025,1000,No,Inactive,3000,35+,High Risk,May-24,,,,
10847,21,M,Yearly,06-02-2025,03-01-2026,800,No,Active,9600,18-24,Safe,Feb-25,,,,
10848,43,F,Yearly,31-10-2024,24-12-2025,800,No,Active,9600,35+,Safe,Oct-24,,,,
10849,25,M,Quarterly,26-03-2024,08-12-2025,1500,Yes,Inactive,4500,25-34,High Risk,Mar-24,,,,
10850,43,M,Quarterly,30-01-2024,25-10-2025,1000,No,Inactive,3000,35+,High Risk,Jan-24,,,,
10851,45,M,Quarterly,16-10-2024,29-12-2025,1500,Yes,Active,4500,35+,Safe,Oct-24,,,,
10852,35,M,Quarterly,10-12-2025,03-01-2026,1500,Yes,Active,4500,35+,Safe,Dec-25,,,,
10853,45,M,Monthly,02-04-2024,28-12-2025,1200,No,Active,1200,35+,Safe,Apr-24,,,,
10854,45,M,Monthly,13-12-2023,24-12-2025,1200,No,Active,1200,35+,Safe,Dec-23,,,,
10855,22,M,Monthly,28-10-2025,10-01-2026,1200,No,Active,1200,18-24,Safe,Oct-25,,,,
10856,26,F,Yearly,04-02-2024,20-12-2025,1300,Yes,Active,15600,25-34,Safe,Feb-24,,,,
10857,21,F,Quarterly,14-08-2025,23-10-2025,1000,No,Inactive,3000,18-24,High Risk,Aug-25,,,,
10858,44,M,Quarterly,21-08-2023,18-12-2025,1500,Yes,Active,4500,35+,Safe,Aug-23,,,,
10859,39,M,Monthly,19-03-2024,01-01-2026,1200,No,Active,1200,35+,Safe,Mar-24,,,,
10860,34,F,Monthly,01-02-2024,30-12-2025,1200,No,Active,1200,25-34,Safe,Feb-24,,,,
10861,26,M,Monthly,25-08-2025,17-12-2025,1200,No,Active,1200,25-34,Safe,Aug-25,,,,
10862,18,M,Monthly,08-01-2024,01-01-2026,1700,Yes,Active,1700,18-24,Safe,Jan-24,,,,
10863,38,F,Yearly,22-06-2024,17-11-2025,1300,Yes,Inactive,15600,35+,High Risk,Jun-24,,,,
10864,37,M,Quarterly,08-11-2025,03-01-2026,1500,Yes,Active,4500,35+,Safe,Nov-25,,,,
10865,30,M,Monthly,21-09-2024,06-01-2026,1200,No,Active,1200,25-34,Safe,Sep-24,,,,
10866,45,M,Yearly,17-09-2025,03-01-2026,800,No,Active,9600,35+,Safe,Sep-25,,,,
10867,33,M,Monthly,17-07-2025,24-12-2025,1700,Yes,Active,1700,25-34,Safe,Jul-25,,,,
10868,30,M,Yearly,22-06-2025,25-12-2025,800,No,Active,9600,25-34,Safe,Jun-25,,,,
10869,31,F,Monthly,12-10-2024,29-12-2025,1200,No,Active,1200,25-34,Safe,Oct-24,,,,
10870,20,M,Monthly,24-08-2025,10-11-2025,1200,No,Inactive,1200,18-24,High Risk,Aug-25,,,,
10871,23,M,Monthly,18-08-2025,31-12-2025,1200,No,Active,1200,18-24,Safe,Aug-25,,,,
10872,35,F,Monthly,09-01-2024,17-12-2025,1200,No,Active,1200,35+,Safe,Jan-24,,,,
10873,36,M,Monthly,09-04-2024,10-01-2026,1700,Yes,Active,1700,35+,Safe,Apr-24,,,,
10874,22,M,Quarterly,12-08-2025,22-12-2025,1500,Yes,Active,4500,18-24,Safe,Aug-25,,,,
10875,32,F,Yearly,10-04-2025,02-01-2026,1300,Yes,Active,15600,25-34,Safe,Apr-25,,,,
10876,42,M,Yearly,19-04-2024,20-09-2025,800,No,Inactive,9600,35+,High Risk,Apr-24,,,,
10877,19,F,Monthly,06-02-2024,02-01-2026,1200,No,Active,1200,18-24,Safe,Feb-24,,,,
10878,27,F,Quarterly,28-04-2024,26-12-2025,1000,No,Active,3000,25-34,Safe,Apr-24,,,,
10879,41,M,Monthly,01-10-2024,24-12-2025,1700,Yes,Active,1700,35+,Safe,Oct-24,,,,
10880,35,M,Monthly,02-01-2024,18-09-2025,1200,No,Inactive,1200,35+,High Risk,Jan-24,,,,
10881,44,F,Quarterly,02-09-2024,21-12-2025,1500,Yes,Active,4500,35+,Safe,Sep-24,,,,
10882,30,M,Quarterly,12-12-2024,18-12-2025,1500,Yes,Active,4500,25-34,Safe,Dec-24,,,,
10883,22,F,Monthly,25-08-2025,05-01-2026,1200,No,Active,1200,18-24,Safe,Aug-25,,,,
10884,40,M,Monthly,07-10-2023,24-12-2025,1200,No,Active,1200,35+,Safe,Oct-23,,,,
10885,41,M,Yearly,19-11-2025,10-01-2026,800,No,Active,9600,35+,Safe,Nov-25,,,,
10886,18,M,Monthly,29-12-2024,06-01-2026,1200,No,Active,1200,18-24,Safe,Dec-24,,,,
10887,39,F,Monthly,29-09-2024,29-12-2025,1700,Yes,Active,1700,35+,Safe,Sep-24,,,,
10888,18,F,Quarterly,11-02-2025,17-12-2025,1500,Yes,Active,4500,18-24,Safe,Feb-25,,,,
10889,35,M,Monthly,08-10-2024,29-12-2025,1700,Yes,Active,1700,35+,Safe,Oct-24,,,,
10890,32,M,Monthly,11-02-2025,03-01-2026,1200,No,Active,1200,25-34,Safe,Feb-25,,,,
10891,34,F,Monthly,01-12-2023,08-01-2026,1200,No,Active,1200,25-34,Safe,Dec-23,,,,
10892,28,M,Yearly,04-11-2023,12-10-2025,800,No,Inactive,9600,25-34,High Risk,Nov-23,,,,
10893,38,M,Quarterly,31-01-2025,30-12-2025,1000,No,Active,3000,35+,Safe,Jan-25,,,,
10894,43,M,Quarterly,02-09-2025,10-01-2026,1500,Yes,Active,4500,35+,Safe,Sep-25,,,,
10895,42,M,Yearly,20-10-2023,04-01-2026,1300,Yes,Active,15600,35+,Safe,Oct-23,,,,
10896,39,F,Yearly,11-08-2025,18-12-2025,800,No,Active,9600,35+,Safe,Aug-25,,,,
10897,44,M,Monthly,21-08-2025,07-01-2026,1700,Yes,Active,1700,35+,Safe,Aug-25,,,,
10898,44,M,Monthly,05-12-2025,09-12-2025,1200,No,Inactive,1200,35+,High Risk,Dec-25,,,,
10899,34,M,Quarterly,16-10-2023,08-01-2026,1000,No,Active,3000,25-34,Safe,Oct-23,,,,
10900,30,F,Quarterly,31-05-2025,18-12-2025,1000,No,Active,3000,25-34,Safe,May-25,,,,
10901,18,M,Quarterly,10-01-2025,22-12-2025,1500,Yes,Active,4500,18-24,Safe,Jan-25,,,,
10902,19,M,Quarterly,16-04-2025,28-12-2025,1500,Yes,Active,4500,18-24,Safe,Apr-25,,,,
10903,26,M,Monthly,15-04-2025,03-01-2026,1200,No,Active,1200,25-34,Safe,Apr-25,,,,
10904,20,F,Monthly,01-08-2023,03-01-2026,1200,No,Active,1200,18-24,Safe,Aug-23,,,,
10905,18,M,Monthly,03-06-2025,06-01-2026,1200,No,Active,1200,18-24,Safe,Jun-25,,,,
10906,38,M,Monthly,30-11-2025,02-01-2026,1200,No,Active,1200,35+,Safe,Nov-25,,,,
10907,33,M,Monthly,03-05-2024,22-11-2025,1200,No,Inactive,1200,25-34,High Risk,May-24,,,,
10908,40,M,Quarterly,09-01-2024,02-01-2026,1000,No,Active,3000,35+,Safe,Jan-24,,,,
10909,23,M,Quarterly,30-03-2025,19-12-2025,1500,Yes,Active,4500,18-24,Safe,Mar-25,,,,
10910,45,F,Monthly,23-05-2025,07-01-2026,1200,No,Active,1200,35+,Safe,May-25,,,,
10911,34,M,Quarterly,19-03-2024,30-12-2025,1500,Yes,Active,4500,25-34,Safe,Mar-24,,,,
10912,22,F,Quarterly,07-03-2025,18-12-2025,1500,Yes,Active,4500,18-24,Safe,Mar-25,,,,
10913,22,M,Monthly,18-10-2023,06-01-2026,1200,No,Active,1200,18-24,Safe,Oct-23,,,,
10914,23,F,Quarterly,01-07-2025,27-12-2025,1000,No,Active,3000,18-24,Safe,Jul-25,,,,
10915,20,M,Yearly,18-05-2025,04-01-2026,800,No,Active,9600,18-24,Safe,May-25,,,,
10916,38,M,Yearly,16-10-2023,03-01-2026,800,No,Active,9600,35+,Safe,Oct-23,,,,
10917,40,F,Quarterly,20-08-2023,29-11-2025,1000,No,Inactive,3000,35+,High Risk,Aug-23,,,,
10918,22,F,Quarterly,18-04-2024,20-12-2025,1000,No,Active,3000,18-24,Safe,Apr-24,,,,
10919,38,M,Monthly,19-12-2024,06-01-2026,1200,No,Active,1200,35+,Safe,Dec-24,,,,
10920,22,M,Monthly,01-08-2024,18-09-2025,1200,No,Inactive,1200,18-24,High Risk,Aug-24,,,,
10921,27,F,Monthly,26-04-2024,07-01-2026,1200,No,Active,1200,25-34,Safe,Apr-24,,,,
10922,27,M,Yearly,11-06-2024,10-12-2025,800,No,Inactive,9600,25-34,High Risk,Jun-24,,,,
10923,36,F,Monthly,06-12-2024,09-01-2026,1200,No,Active,1200,35+,Safe,Dec-24,,,,
10924,34,F,Monthly,19-06-2024,29-12-2025,1700,Yes,Active,1700,25-34,Safe,Jun-24,,,,
10925,38,M,Yearly,25-12-2024,09-10-2025,800,No,Inactive,9600,35+,High Risk,Dec-24,,,,
10926,31,M,Yearly,27-09-2024,30-11-2025,1300,Yes,Inactive,15600,25-34,High Risk,Sep-24,,,,
10927,26,M,Yearly,10-10-2025,01-01-2026,800,No,Active,9600,25-34,Safe,Oct-25,,,,
10928,31,M,Monthly,23-10-2024,23-12-2025,1700,Yes,Active,1700,25-34,Safe,Oct-24,,,,
10929,18,M,Monthly,09-11-2025,24-12-2025,1200,No,Active,1200,18-24,Safe,Nov-25,,,,
10930,36,F,Monthly,26-11-2024,24-12-2025,1200,No,Active,1200,35+,Safe,Nov-24,,,,
10931,30,M,Monthly,04-12-2023,02-01-2026,1700,Yes,Active,1700,25-34,Safe,Dec-23,,,,
10932,30,F,Monthly,27-12-2023,29-12-2025,1700,Yes,Active,1700,25-34,Safe,Dec-23,,,,
10933,21,M,Quarterly,05-12-2024,31-12-2025,1500,Yes,Active,4500,18-24,Safe,Dec-24,,,,
10934,18,M,Yearly,13-10-2023,09-01-2026,800,No,Active,9600,18-24,Safe,Oct-23,,,,
10935,34,M,Monthly,14-02-2024,30-11-2025,1700,Yes,Inactive,1700,25-34,High Risk,Feb-24,,,,
10936,25,M,Quarterly,28-09-2023,29-12-2025,1500,Yes,Active,4500,25-34,Safe,Sep-23,,,,
10937,19,M,Quarterly,26-02-2024,04-01-2026,1500,Yes,Active,4500,18-24,Safe,Feb-24,,,,
10938,45,M,Monthly,28-11-2025,01-12-2025,1200,No,Inactive,1200,35+,High Risk,Nov-25,,,,
10939,25,F,Quarterly,16-10-2023,26-12-2025,1500,Yes,Active,4500,25-34,Safe,Oct-23,,,,
10940,24,M,Monthly,05-11-2023,06-01-2026,1200,No,Active,1200,18-24,Safe,Nov-23,,,,
10941,43,M,Monthly,08-04-2025,29-12-2025,1700,Yes,Active,1700,35+,Safe,Apr-25,,,,
10942,43,M,Quarterly,31-07-2023,20-12-2025,1000,No,Active,3000,35+,Safe,Jul-23,,,,
10943,19,M,Monthly,15-11-2024,25-12-2025,1700,Yes,Active,1700,18-24,Safe,Nov-24,,,,
10944,39,M,Yearly,09-08-2023,06-01-2026,800,No,Active,9600,35+,Safe,Aug-23,,,,
10945,39,M,Monthly,16-12-2024,10-11-2025,1700,Yes,Inactive,1700,35+,High Risk,Dec-24,,,,
10946,20,M,Quarterly,05-12-2025,30-10-2025,1000,No,Inactive,3000,18-24,High Risk,Dec-25,,,,
10947,44,M,Monthly,24-07-2024,19-10-2025,1200,No,Inactive,1200,35+,High Risk,Jul-24,,,,
10948,35,M,Monthly,28-10-2024,01-01-2026,1200,No,Active,1200,35+,Safe,Oct-24,,,,
10949,29,F,Monthly,20-11-2023,18-12-2025,1200,No,Active,1200,25-34,Safe,Nov-23,,,,
10950,18,M,Quarterly,23-02-2024,02-01-2026,1000,No,Active,3000,18-24,Safe,Feb-24,,,,
10951,39,M,Yearly,14-11-2025,22-12-2025,800,No,Active,9600,35+,Safe,Nov-25,,,,
10952,29,M,Yearly,29-07-2023,08-01-2026,800,No,Active,9600,25-34,Safe,Jul-23,,,,
10953,22,M,Quarterly,28-07-2025,19-12-2025,1500,Yes,Active,4500,18-24,Safe,Jul-25,,,,
10954,44,F,Yearly,07-02-2025,31-12-2025,800,No,Active,9600,35+,Safe,Feb-25,,,,
10955,42,M,Quarterly,28-09-2025,09-01-2026,1000,No,Active,3000,35+,Safe,Sep-25,,,,
10956,34,M,Quarterly,25-05-2025,30-11-2025,1500,Yes,Inactive,4500,25-34,High Risk,May-25,,,,
10957,33,M,Quarterly,11-12-2024,23-12-2025,1500,Yes,Active,4500,25-34,Safe,Dec-24,,,,
10958,32,M,Quarterly,01-11-2024,20-12-2025,1500,Yes,Active,4500,25-34,Safe,Nov-24,,,,
10959,40,M,Yearly,10-10-2025,17-12-2025,800,No,Active,9600,35+,Safe,Oct-25,,,,
10960,32,M,Monthly,22-12-2023,05-01-2026,1700,Yes,Active,1700,25-34,Safe,Dec-23,,,,
10961,22,F,Yearly,31-10-2025,20-12-2025,1300,Yes,Active,15600,18-24,Safe,Oct-25,,,,
10962,38,M,Quarterly,29-09-2023,19-09-2025,1500,Yes,Inactive,4500,35+,High Risk,Sep-23,,,,
10963,31,M,Monthly,20-07-2024,03-01-2026,1200,No,Active,1200,25-34,Safe,Jul-24,,,,
10964,19,M,Monthly,30-10-2024,21-12-2025,1200,No,Active,1200,18-24,Safe,Oct-24,,,,
10965,28,M,Monthly,18-11-2024,17-12-2025,1700,Yes,Active,1700,25-34,Safe,Nov-24,,,,
10966,36,M,Quarterly,04-07-2024,23-12-2025,1500,Yes,Active,4500,35+,Safe,Jul-24,,,,
10967,24,F,Yearly,23-08-2025,28-10-2025,1300,Yes,Inactive,15600,18-24,High Risk,Aug-25,,,,
10968,23,F,Monthly,07-10-2023,20-12-2025,1200,No,Active,1200,18-24,Safe,Oct-23,,,,
10969,45,M,Yearly,26-11-2024,01-01-2026,800,No,Active,9600,35+,Safe,Nov-24,,,,
10970,19,F,Yearly,26-05-2025,03-01-2026,800,No,Active,9600,18-24,Safe,May-25,,,,
10971,23,F,Monthly,06-08-2025,21-12-2025,1700,Yes,Active,1700,18-24,Safe,Aug-25,,,,
10972,35,F,Yearly,09-08-2023,08-11-2025,800,No,Inactive,9600,35+,High Risk,Aug-23,,,,
10973,19,M,Yearly,17-06-2024,11-10-2025,800,No,Inactive,9600,18-24,High Risk,Jun-24,,,,
10974,35,F,Quarterly,17-06-2024,19-12-2025,1500,Yes,Active,4500,35+,Safe,Jun-24,,,,
10975,32,M,Yearly,10-02-2025,05-01-2026,1300,Yes,Active,15600,25-34,Safe,Feb-25,,,,
10976,44,F,Yearly,13-07-2024,19-12-2025,800,No,Active,9600,35+,Safe,Jul-24,,,,
10977,36,M,Quarterly,25-09-2024,04-01-2026,1000,No,Active,3000,35+,Safe,Sep-24,,,,
10978,19,M,Monthly,26-05-2024,28-11-2025,1200,No,Inactive,1200,18-24,High Risk,May-24,,,,
10979,37,F,Yearly,10-04-2024,24-12-2025,800,No,Active,9600,35+,Safe,Apr-24,,,,
10980,42,M,Quarterly,13-10-2025,17-09-2025,1000,No,Inactive,3000,35+,High Risk,Oct-25,,,,
10981,23,F,Quarterly,17-12-2023,06-01-2026,1500,Yes,Active,4500,18-24,Safe,Dec-23,,,,
10982,18,F,Monthly,21-03-2025,07-01-2026,1200,No,Active,1200,18-24,Safe,Mar-25,,,,
10983,41,M,Yearly,03-08-2024,07-01-2026,800,No,Active,9600,35+,Safe,Aug-24,,,,
10984,32,M,Monthly,11-08-2025,08-12-2025,1700,Yes,Inactive,1700,25-34,High Risk,Aug-25,,,,
10985,45,M,Yearly,03-10-2025,30-12-2025,800,No,Active,9600,35+,Safe,Oct-25,,,,
10986,40,M,Monthly,20-12-2024,04-12-2025,1700,Yes,Inactive,1700,35+,High Risk,Dec-24,,,,
10987,27,M,Monthly,28-08-2023,21-12-2025,1700,Yes,Active,1700,25-34,Safe,Aug-23,,,,
10988,36,F,Monthly,21-10-2025,07-01-2026,1200,No,Active,1200,35+,Safe,Oct-25,,,,
